fpr,tpr,tpr_std
0.0001,0.0,0.0
0.00010092621909870473,0.003034259552432038,0.0
0.00010186101701559753,0.0030351943503489306,0.0
0.00010280447320933097,0.003036137806542664,0.0
0.00010375666787451859,0.0030370900012078516,0.0
0.00010471768194855202,0.003038051015281885,0.0
0.0001056875971184804,0.0030390209304518136,0.0
0.00010666649582795387,0.003039999829161287,0.0
0.00010765446128423159,0.0030409877946175647,0.0
0.00010865157746525384,0.003041984910798587,0.0
0.00010965792912678099,0.003042991262460114,0.0
0.00011067360180959734,0.0030440069351429307,0.0
0.00011169868184678226,0.0030450320151801154,0.0
0.00011273325637104872,0.003046066589704382,0.0
0.00011377741332214914,0.0030471107466554822,0.0
0.00011483124145435111,0.0030481645747876844,0.0
0.00011589483034398106,0.0030492281636773145,0.0
0.00011696827039703847,0.0030503016037303717,0.0
0.00011805165285688056,0.003051384986190214,0.0
0.0001191450698119776,0.003052478403145311,0.0
0.00012024861420374123,0.0030535819475370745,0.0
0.00012136237983442405,0.0030546957131677576,0.0
0.00012248646137509307,0.0030558197947084262,0.0
0.00012362095437367691,0.0030569542877070103,0.0
0.00012476595526308696,0.0030580992885964205,0.0
0.0001259215613694151,0.0030592548947027485,0.0
0.0001270878709202058,0.0030604212042535392,0.0
0.000128264983052806,0.0030615983163861395,0.0
0.0001294529978227916,0.003062786331156125,0.0
0.00013065201621247213,0.0030639853495458055,0.0
0.00013186214013947485,0.0030651954734728084,0.0
0.00013308347246540747,0.003066416805798741,0.0
0.00013431611700460153,0.0030705978013517397,0.0
0.0001355601785329369,0.003075574047465081,0.0
0.0001368157627967472,0.0030805963845203224,0.0
0.00013808297652180923,0.00308566523942057,0.0
0.0001393619274224142,0.0030907810430229905,0.0
0.00014065272421052364,0.003095944230175428,0.0
0.00014195547660501016,0.0031011552397533742,0.0
0.0001432702953409831,0.0031064145146972658,0.0
0.00014459729217920195,0.0031117225020501414,0.0
0.00014593657991557562,0.003117079652995636,0.0
0.00014728827239075018,0.003122486422896334,0.0
0.0001486524844997857,0.0031279432713324762,0.0
0.00015002933220192182,0.0031334506621410207,0.0
0.0001514189325304352,0.0031390090634550744,0.0
0.00015282140360258693,0.0031446189477436813,0.0
0.0001542368646296629,0.003150280791851985,0.0
0.00015566543592710622,0.0031559950770417584,0.0
0.00015710723892474503,0.0031617622890323135,0.0
0.00015856239617711372,0.0031675829180417884,0.0
0.00016003103137387001,0.0031734574588288137,0.0
0.00016151326935030913,0.00317938641073457,0.0
0.0001630092360979741,0.00318537027772523,0.0
0.00016451905877536624,0.0031914095684347984,0.0
0.00016604286571875296,0.0031975047962083452,0.0
0.0001675807864530767,0.004469409026025896,0.0
0.00016913295170296487,0.004474065521775561,0.0
0.0001706994934038408,0.004478765146878189,0.0
0.0001722805447131394,0.004483508300806085,0.0
0.00017387624002162505,0.0044882953867315415,0.0
0.00017548671496481503,0.004493126811561112,0.0
0.00017711210643450888,0.004498002985970194,0.0
0.00017875255259042355,0.004502924324437938,0.0
0.00018040819287193827,0.004507891245282482,0.0
0.00018207916800994624,0.004512904170696505,0.0
0.00018376562003881704,0.004517963526783118,0.0
0.00018546769230846994,0.004523069743592076,0.0
0.00018718552949655793,0.00452822325515634,0.0
0.00018891927762076664,0.004533424499528966,0.0
0.0001906690840512252,0.004538673918820343,0.0
0.00019243509752303302,0.004543971959235765,0.0
0.00019421746814890265,0.004549319071113374,0.0
0.00019601634743191858,0.004554715708962423,0.0
0.00019783188827841644,0.004560162331501916,0.0
0.00019966424501097934,0.004565659401699605,0.0
0.00020151357338155586,0.008174234533574446,0.0
0.0002033800305846982,0.008183566819590158,0.0
0.00020526377527092522,0.008192985543021293,0.0
0.0002071649675602069,0.008202491504467701,0.0
0.000209083769055575,0.008212085511944541,0.0
0.00021102034285685965,0.008221768380950964,0.0
0.0002129748535745521,0.008231540934539426,0.0
0.00021494746734379805,0.008241404003385657,0.0
0.00021693835183851843,0.008251358425859258,0.0
0.00021894767628566206,0.008261405048094977,0.0
0.00022097561147959031,0.008271544724064618,0.0
0.00022302232979659386,0.008281778315649635,0.0
0.00022508800520954617,0.008292106692714397,0.0
0.0002271728133026905,0.00830253073318012,0.0
0.00022927693128656486,0.00831305132309949,0.0
0.0002314005380130654,0.008323669356731993,0.0
0.00023354381399064793,0.008367087627981296,0.0
0.00023570694139967278,0.008371413882799345,0.0
0.00023789010410788934,0.008375780208215779,0.0
0.00024009348768606518,0.00838018697537213,0.0
0.00024231727942376007,0.00838463455884752,0.0
0.00024456166834524467,0.008389123336690488,0.0
0.00024682684522556923,0.008393653690451138,0.0
0.00024911300260677886,0.008398226005213557,0.0
0.0002514203348142797,0.00840284066962856,0.0
0.00025374903797335715,0.008407498075946714,0.0
0.00025609931002584595,0.008412198620051691,0.0
0.00025847135074695635,0.008416942701493912,0.0
0.0002608653617622548,0.008421730723524508,0.0
0.000263281546564802,0.008426563093129603,0.0
0.00026572011053245065,0.008431440221064901,0.0
0.00026818126094530154,0.008646964681841047,0.0
0.0002706652070033241,0.00866932019636325,0.0
0.0002731721598441376,0.008691882771930571,0.0
0.0002757023325609583,0.008714654326381957,0.0
0.0002782559402207126,0.008737636795319746,0.0
0.00028083319988231727,0.008760832132274188,0.0
